0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0.0,457.490614997672,828.5136655362332,926.6277597487701,840.1207826365808,644.5056458879324,402.5202878780611,164.12767366917063,0.0,0.0,0.0,0.0,0.0,0.0,110.12087012299747,166.14015099756074,100.54506214651923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.81075466721178,218.16577511467125,1161.269961882502,2191.9963107060667,2853.380718377181,2905.6219827441064,2326.081802711561,1309.2847782407125,266.9184103491798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,713.4270705442486,1799.4535318376795,2558.367887257083,2877.136891334274,2726.6223078551598,2161.580909859744,1320.664479642119,426.4198087504813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,153.19773033482363,230.54026605502514,224.91139209956043,169.76475709993275,92.71539593978953,15.53972975492222,0.0,0.0,0.0,0.0,0.0,33.647578501048926,74.88401412541047,80.01541888857996,18.27069019565083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6.573965364762294,0.0,0.0,0.0,2.763222085465788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171.40825380707452,0.0,0.0,0.0,0.0,198.31154994755804,720.510581830995,1225.540681018884,1658.6364996304767,1978.2446708976565,2156.0238091649326,2176.8445098894463,2038.7893496409454,1753.1528861018435,1344.4416580671552,850.3741854445091,321.88096925417835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.55585799086451,138.9625856130125,672.8335332598641,1261.8184205681475,1627.5084547640438,1626.4363306631938,1250.0762306706908,624.843824781088,12.096270578382004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,283.25001975526004,415.6024345354984,402.11667313018773,318.3607427203123,223.6496399924913,161.04535113897742,157.35685185765698,223.14010735205312,352.69807233131934,524.0806910102503,699.0848971092603,823.2546138544169,825.8807539774064,620.0012197155595,102.4009028118383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.88517634647248,177.6441342101407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.551953765699665,90.6966080148508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
