0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.0,1524.585839811868,1426.0547745713802,545.9745173663359,0.0,0.0,0.0,312.3374476177971,13.230166433798559,0.0,0.0,0.0,0.0,0.0
0.0,2568.1860576930603,5527.783299338726,4157.562536337518,225.1326838503374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3655.729269478929,5276.11653613594,3668.667226664126,598.1305382779233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,457.3617373529267,298.88778245147586,0.0,0.0,0.0,130.89855430530423,49.141785151790984,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304.659259194281,0.0,0.0,1118.9448693097413,2767.6334905486297,3727.466457210887,3677.171632498799,2632.289733820302,945.1743327888528,0.0,0.0,0.0,0.0,0.0
60.76358098238394,1410.7675835189407,3120.050179761342,2131.0233410416386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,822.6225195233181,669.9239548919046,390.8607692952918,504.70644815922503,1049.2596066825033,1580.8439898369877,1174.3084723676045,0.0,0.0,0.0,0.0,0.0,0.0
163.87525534949924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81.35031836226912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2976.068602463174,4029.6590537576985,2760.5560613753596,429.4490904668053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,452.60013369851185,185.82938589672827,0.0,0.0,42.838675389707106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,154.6266414179256,70.16372824702819,0.0,0.0,21.337168176613105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1541.0385840139393,2429.8048927552827,2178.640421762258,1103.1549561420247,47.83774724776174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,19.00897541583648,1.2625911565113208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2756.060876771158,3360.087557053466,2521.906334096077,1342.3531762309572,456.9392677294585,35.85100880232346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1449.4875503913163,1557.4590625432031,927.7281564940008,127.99192104035816,0.0,0.0,0.0,153.53663993057623,589.8312682206574,404.66380717590573,0.0,0.0,0.0
0.0,1555.2922055861945,1835.1844389440816,1238.9449091709766,438.3547033011945,0.0,0.0,0.0,196.89690329094117,20.057666201854204,0.0,0.0,0.0,0.0
