0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0.0,457.490614997672,828.5136655362332,926.6277597487701,840.1207826365808,644.5056458879324,402.5202878780611,164.12767366917063,0.0,0.0,0.0,0.0,0.0,0.0,110.12087012299747,166.14015099756074,100.54506214651923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,300.2480948477359,1262.852919982628,2224.5891189607737,2785.989124608528,2750.2408161110884,2123.1875190124997,1113.3280052156356,131.81649298224366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,713.4270705442486,1799.4535318376795,2558.367887257083,2877.136891334274,2726.6223078551598,2161.580909859744,1320.664479642119,426.4198087504813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,204.59652671723939,334.57613214628753,336.9345863410433,266.6549088012051,167.4985065668223,72.00517421829596,1.4930938763785093,0.0,0.0,0.0,2.864498902141861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6.573965364762294,0.0,0.0,0.0,2.763222085465788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171.40825380707452,0.0,0.0,0.0,0.0,198.31154994755804,720.510581830995,1225.540681018884,1658.6364996304767,1978.2446708976565,2156.0238091649326,2176.8445098894463,2038.7893496409454,1753.1528861018435,1344.4416580671552,850.3741854445091,321.88096925417835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.55585799086451,138.9625856130125,672.8335332598641,1261.8184205681475,1627.5084547640438,1626.4363306631938,1250.0762306706908,624.843824781088,12.096270578382004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,283.25001975526004,415.6024345354984,402.11667313018773,318.3607427203123,223.6496399924913,161.04535113897742,157.35685185765698,223.14010735205312,352.69807233131934,524.0806910102503,699.0848971092603,823.2546138544169,825.8807539774064,620.0012197155595,102.4009028118383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.88517634647248,177.6441342101407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.551953765699665,90.6966080148508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,661.4467581475099,1496.3559301965633,2027.2461541284856,2235.1027131543674,2131.9387582600616,1760.7953082061854,1195.7412495281192,541.8733365360108,0.0,0.0,0.0,226.1735997467627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,166.42409860472634,232.19116418005314,187.3648706700501,97.97553557768818,11.777363573596617,0.0,0.0,0.0,14.316450720594489,20.72321508536946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,85.84766110301538,119.76077032069168,96.5744504724461,50.06087406346788,4.748999238238582,0.0,0.0,0.0,2.5851760396804195,7.7036786756603135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,17.64285781602146,36.53863393226156,49.7835408129791,58.150947653344645,62.36859810529839,63.118610277550204,61.03747673557963,56.71606450163593,50.69961505473793,43.48774433067429,35.53444272200312,27.248075078052455,18.991380704919766,11.081473365472323,3.789841279347076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0585714434132036
0.0,5.608222352117782,9.307131444405671,6.404236781064327,0.5984783288971696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,698.0337661166838,1341.3060220593957,1629.8422363506784,1664.871063606577,1532.6825114964736,1304.6279407430916,1037.1200651224926,771.6329514640773,534.7020196505877,337.92404261809804,177.95714635603542,36.520809907157286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
